id,platform,lang,kind,town,service,caption,chars,link,media_required,media_kind,media_brief,media_url,video_script,status,scheduled_for
"fact-cheap-auto-insurance-all-es-tiktok","tiktok","es","fact","","cheap-auto-insurance","Dato que conviene saber (NY):

Nueva York también es un estado no-fault: se exige un mínimo de $50,000 en beneficios de PIP, que pagan gastos médicos y parte del salario perdido sin importar quién causó el accidente.

Fuente: NY Insurance Law Article 51 (No-Fault)

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","480","https://example-placeholder.com/es","true","video","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","GANCHO (0-3s): ""Nueva York también es un estado no-fault: se exige un mínimo de $50,000 en beneficios de PIP, que pagan gastos médicos y parte del salario perdido sin importar quién causó el accidente.""
DESARROLLO (3-25s): explica el punto con un ejemplo concreto de la zona.
CIERRE (25-30s): ""Te conectamos gratis con un agente con licencia. Link en bio.""","draft",""
"fact-cheap-auto-insurance-all-en-facebook","facebook","en","fact","","cheap-auto-insurance","Worth knowing (NY):

New York is also a no-fault state: a minimum of $50,000 in PIP benefits is required, covering medical costs and part of lost wages regardless of who caused the crash.

Source: NY Insurance Law Article 51 (No-Fault)

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","422","https://example-placeholder.com/en","false","","","","","draft",""
"fact-cheap-auto-insurance-all-en-instagram","instagram","en","fact","","cheap-auto-insurance","Worth knowing (NY):

New York is also a no-fault state: a minimum of $50,000 in PIP benefits is required, covering medical costs and part of lost wages regardless of who caused the crash.

Source: NY Insurance Law Article 51 (No-Fault)

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","422","https://example-placeholder.com/en","true","image","Card with the key figure or date large, legal citation small underneath.","","","draft",""
"fact-cheap-auto-insurance-all-en-tiktok","tiktok","en","fact","","cheap-auto-insurance","Worth knowing (NY):

New York is also a no-fault state: a minimum of $50,000 in PIP benefits is required, covering medical costs and part of lost wages regardless of who caused the crash.

Source: NY Insurance Law Article 51 (No-Fault)

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","422","https://example-placeholder.com/en","true","video","Card with the key figure or date large, legal citation small underneath.","","HOOK (0-3s): ""New York is also a no-fault state: a minimum of $50,000 in PIP benefits is required, covering medical costs and part of lost wages regardless of who caused the crash.""
BODY (3-25s): explain the point with one concrete local example.
CLOSE (25-30s): ""We connect you with a licensed agent, free. Link in bio.""","draft",""
"fact-cheap-auto-insurance-all-es-facebook","facebook","es","fact","","cheap-auto-insurance","Dato que conviene saber (NY):

En Nueva York la cobertura contra conductores sin seguro (uninsured motorist) es obligatoria, no opcional, con límites mínimos de $25,000 por persona y $50,000 por accidente.

Fuente: NY Insurance Law § 3420(f)

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","457","https://example-placeholder.com/es","false","","","","","draft",""
"fact-cheap-auto-insurance-all-es-instagram","instagram","es","fact","","cheap-auto-insurance","Dato que conviene saber (NY):

En Nueva York la cobertura contra conductores sin seguro (uninsured motorist) es obligatoria, no opcional, con límites mínimos de $25,000 por persona y $50,000 por accidente.

Fuente: NY Insurance Law § 3420(f)

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","457","https://example-placeholder.com/es","true","image","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","","draft",""
"fact-cheap-auto-insurance-all-es-tiktok","tiktok","es","fact","","cheap-auto-insurance","Dato que conviene saber (NY):

En Nueva York la cobertura contra conductores sin seguro (uninsured motorist) es obligatoria, no opcional, con límites mínimos de $25,000 por persona y $50,000 por accidente.

Fuente: NY Insurance Law § 3420(f)

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","457","https://example-placeholder.com/es","true","video","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","GANCHO (0-3s): ""En Nueva York la cobertura contra conductores sin seguro (uninsured motorist) es obligatoria, no opcional, con límites mínimos de $25,000 por persona y $50,000 por accidente.""
DESARROLLO (3-25s): explica el punto con un ejemplo concreto de la zona.
CIERRE (25-30s): ""Te conectamos gratis con un agente con licencia. Link en bio.""","draft",""
"fact-cheap-auto-insurance-all-en-facebook","facebook","en","fact","","cheap-auto-insurance","Worth knowing (NY):

In New York, uninsured motorist coverage is mandatory rather than optional, with minimum limits of $25,000 per person and $50,000 per accident.

Source: NY Insurance Law § 3420(f)

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","387","https://example-placeholder.com/en","false","","","","","draft",""
"fact-cheap-auto-insurance-all-en-instagram","instagram","en","fact","","cheap-auto-insurance","Worth knowing (NY):

In New York, uninsured motorist coverage is mandatory rather than optional, with minimum limits of $25,000 per person and $50,000 per accident.

Source: NY Insurance Law § 3420(f)

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","387","https://example-placeholder.com/en","true","image","Card with the key figure or date large, legal citation small underneath.","","","draft",""
"fact-cheap-auto-insurance-all-en-tiktok","tiktok","en","fact","","cheap-auto-insurance","Worth knowing (NY):

In New York, uninsured motorist coverage is mandatory rather than optional, with minimum limits of $25,000 per person and $50,000 per accident.

Source: NY Insurance Law § 3420(f)

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","387","https://example-placeholder.com/en","true","video","Card with the key figure or date large, legal citation small underneath.","","HOOK (0-3s): ""In New York, uninsured motorist coverage is mandatory rather than optional, with minimum limits of $25,000 per person and $50,000 per accident.""
BODY (3-25s): explain the point with one concrete local example.
CLOSE (25-30s): ""We connect you with a licensed agent, free. Link in bio.""","draft",""
"fact-cheap-auto-insurance-all-es-facebook","facebook","es","fact","","cheap-auto-insurance","Dato que conviene saber (NY):

Según rangos publicados por Bankrate, NerdWallet, Insurify y ValuePenguin, la prima anual promedio en Nueva York va de aproximadamente $1,700–$2,200 por cobertura mínima a aproximadamente $3,300–$4,200 por cobertura completa, y los cinco condados de la ciudad cotizan por encima del promedio estatal.

Fuente: Rangos publicados por Bankrate, NerdWallet, Insurify y ValuePenguin (2024–2025)

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","636","https://example-placeholder.com/es","false","","","","","draft",""
"fact-cheap-auto-insurance-all-es-instagram","instagram","es","fact","","cheap-auto-insurance","Dato que conviene saber (NY):

Según rangos publicados por Bankrate, NerdWallet, Insurify y ValuePenguin, la prima anual promedio en Nueva York va de aproximadamente $1,700–$2,200 por cobertura mínima a aproximadamente $3,300–$4,200 por cobertura completa, y los cinco condados de la ciudad cotizan por encima del promedio estatal.

Fuente: Rangos publicados por Bankrate, NerdWallet, Insurify y ValuePenguin (2024–2025)

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","636","https://example-placeholder.com/es","true","image","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","","draft",""
"fact-cheap-auto-insurance-all-es-tiktok","tiktok","es","fact","","cheap-auto-insurance","Dato que conviene saber (NY):

Según rangos publicados por Bankrate, NerdWallet, Insurify y ValuePenguin, la prima anual promedio en Nueva York va de aproximadamente $1,700–$2,200 por cobertura mínima a aproximadamente $3,300–$4,200 por cobertura completa, y los cinco condados de la ciudad cotizan por encima del promedio estatal.

Fuente: Rangos publicados por Bankrate, NerdWallet, Insurify y ValuePenguin (2024–2025)

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","636","https://example-placeholder.com/es","true","video","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","GANCHO (0-3s): ""Según rangos publicados por Bankrate, NerdWallet, Insurify y ValuePenguin, la prima anual promedio en Nueva York va de aproximadamente $1,700–$2,200 por cobertura mínima a aproximadamente…""
DESARROLLO (3-25s): explica el punto con un ejemplo concreto de la zona.
CIERRE (25-30s): ""Te conectamos gratis con un agente con licencia. Link en bio.""","draft",""
"fact-cheap-auto-insurance-all-en-facebook","facebook","en","fact","","cheap-auto-insurance","Worth knowing (NY):

Per ranges published by Bankrate, NerdWallet, Insurify and ValuePenguin, average annual New York premiums run roughly $1,700–$2,200 for minimum coverage and roughly $3,300–$4,200 for full coverage, with the five boroughs pricing above the statewide average.

Source: Rangos publicados por Bankrate, NerdWallet, Insurify y ValuePenguin (2024–2025)

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","554","https://example-placeholder.com/en","false","","","","","draft",""
"fact-cheap-auto-insurance-all-en-instagram","instagram","en","fact","","cheap-auto-insurance","Worth knowing (NY):

Per ranges published by Bankrate, NerdWallet, Insurify and ValuePenguin, average annual New York premiums run roughly $1,700–$2,200 for minimum coverage and roughly $3,300–$4,200 for full coverage, with the five boroughs pricing above the statewide average.

Source: Rangos publicados por Bankrate, NerdWallet, Insurify y ValuePenguin (2024–2025)

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","554","https://example-placeholder.com/en","true","image","Card with the key figure or date large, legal citation small underneath.","","","draft",""
"fact-cheap-auto-insurance-all-en-tiktok","tiktok","en","fact","","cheap-auto-insurance","Worth knowing (NY):

Per ranges published by Bankrate, NerdWallet, Insurify and ValuePenguin, average annual New York premiums run roughly $1,700–$2,200 for minimum coverage and roughly $3,300–$4,200 for full coverage, with the five boroughs pricing above the statewide average.

Source: Rangos publicados por Bankrate, NerdWallet, Insurify y ValuePenguin (2024–2025)

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","554","https://example-placeholder.com/en","true","video","Card with the key figure or date large, legal citation small underneath.","","HOOK (0-3s): ""Per ranges published by Bankrate, NerdWallet, Insurify and ValuePenguin, average annual New York premiums run roughly $1,700–$2,200 for minimum coverage and roughly $3,300–$4,200 for full coverage,…""
BODY (3-25s): explain the point with one concrete local example.
CLOSE (25-30s): ""We connect you with a licensed agent, free. Link in bio.""","draft",""
